Date;Device Type;Country;Region;City;Browser;OS;Language (browser);Language (OS);Screen Size;JS enabled;Supports Flash;Cookies Enabled;Pageviews
19.02.2014;Desktop;Switzerland;Bern;Gwatt;Firefox 4+;Windows 7;German;German;1280x1024;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Gwatt;Firefox 4+;Windows 7;German;German;1280x1024;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Bern;Gwatt;Explorer 7;Windows 7;German;German;1680x1050;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Gwatt;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Bern;Gwatt;Explorer 7;Windows 7;German;German;1680x1050;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Bern;Gwatt;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;6
19.02.2014;Desktop;Switzerland;Bern;Gwatt;Explorer 7;Windows 7;German;German;1680x1050;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Gwatt;Explorer 7;Windows 7;German;German;1680x1050;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Bern;Gwatt;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;14
19.02.2014;Desktop;Switzerland;Bern;Gwatt;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Bern;Interlaken;Explorer 11;Windows 7;German;German;1920x1080;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Bern;Interlaken;Explorer 11;Windows 7;German;German;1920x1080;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Kehrsatz;Explorer 8;Windows XP;German;German;1680x1050;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Bern;Kehrsatz;Explorer 8;Windows XP;German;German;1680x1050;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Bern;Kehrsatz;Explorer 8;Windows XP;German;German;1680x1050;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Kehrsatz;Explorer 8;Windows XP;German;German;1680x1050;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Kirchberg;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;11
19.02.2014;Desktop;Switzerland;Bern;Kirchberg;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Konolfingen;Explorer 9;Windows Vista;German;German;1280x1024;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;19
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;13
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;67
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;13
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Firefox 4+;Mac OS X;German;German;1440x900;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Firefox 4+;Mac OS X;German;German;1440x900;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Firefox 4+;Mac OS X;German;German;1440x900;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Firefox 4+;Mac OS X;German;German;1440x900;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Firefox 4+;Mac OS X;German;German;1440x900;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Firefox 4+;Mac OS X;German;German;1440x900;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Explorer 8;Windows XP;German;German;1024x768;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Langenthal;Explorer 8;Windows XP;German;German;1024x768;No;No;Enabled;19
19.02.2014;Desktop;Switzerland;Bern;Nidau;Safari 5;Mac OS X;German;German;1920x1080;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Nidau;Safari 5;Mac OS X;German;German;1920x1080;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Ostermundigen;Firefox 4+;Mac OS X;German;German;1440x900;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Bern;Ostermundigen;Firefox 4+;Mac OS X;German;German;1440x900;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Schwarzenburg;Explorer 9;Windows 7;German;German;1600x1200;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Bern;Schwarzenburg;Explorer 9;Windows 7;German;German;1600x1200;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Spiez;Explorer 11;Windows 7;German;German;1280x768;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Spiez;Explorer 11;Windows 7;German;German;1280x768;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Bern;Spiez;Explorer 11;Windows 7;German;German;1280x768;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Spiez;Explorer 11;Windows 7;German;German;1280x768;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Bern;Spiez;Explorer 11;Windows 7;German;German;1280x768;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Spiez;Explorer 11;Windows 7;German;German;1280x768;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Basel-landschaft;Allschwil;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Basel-landschaft;Allschwil;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Basel-landschaft;Arlesheim;Firefox 4+;Windows 7;German;German;1280x800;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Basel-landschaft;Arlesheim;Firefox 4+;Windows 7;German;German;1280x800;No;No;Enabled;26
19.02.2014;Desktop;Switzerland;Basel-landschaft;Binningen;Explorer 11;Windows 7;German;German;1024x768;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Basel-landschaft;Binningen;Explorer 11;Windows 7;German;German;1024x768;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Basel-landschaft;Binningen;Explorer 11;Windows 7;German;German;1024x768;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Basel-landschaft;Binningen;Explorer 11;Windows 7;German;German;1024x768;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Basel-landschaft;Binningen;Explorer 11;Windows 7;German;German;1024x768;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Basel-landschaft;Binningen;Explorer 11;Windows 7;German;German;1024x768;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Basel-landschaft;Binningen;Explorer 11;Windows 7;German;German;1024x768;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Basel-landschaft;Sissach;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Basel-landschaft;Sissach;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Basel-landschaft;Sissach;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Basel-landschaft;Sissach;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Glarus;Bilten;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Glarus;Bilten;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;9
19.02.2014;Desktop;Switzerland;Glarus;Bilten;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Glarus;Bilten;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Graubunden;Bonaduz;Opera 12;Windows 7;German;German;1600x1200;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Graubunden;Bonaduz;Opera 12;Windows 7;German;German;1600x1200;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Graubunden;Bonaduz;Opera 12;Windows 7;German;German;1600x1200;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Graubunden;Bonaduz;Opera 12;Windows 7;German;German;1600x1200;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Graubunden;Bonaduz;Opera 12;Windows 7;German;German;1600x1200;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Graubunden;Bonaduz;Opera 12;Windows 7;German;German;1600x1200;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Graubunden;Ilanz;Explorer 8;Windows XP;German;German;1440x900;No;No;Enabled;11
19.02.2014;Desktop;Switzerland;Graubunden;Ilanz;Explorer 8;Windows XP;German;German;1440x900;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Luzern;Adligenswil;Explorer 8;Windows XP;German;German;1280x800;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Luzern;Adligenswil;Explorer 8;Windows XP;German;German;1280x800;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Luzern;Adligenswil;Explorer 8;Windows XP;German;German;1280x800;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Luzern;Adligenswil;Explorer 8;Windows XP;German;German;1280x800;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Luzern;Ballwil;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;11
19.02.2014;Desktop;Switzerland;Luzern;Ballwil;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Luzern;Ballwil;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Luzern;Ballwil;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Luzern;Ballwil;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Luzern;Ballwil;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Luzern;Ballwil;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Luzern;Ballwil;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Luzern;Ballwil;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Luzern;Ballwil;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Luzern;Hochdorf;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;10
19.02.2014;Desktop;Switzerland;Luzern;Hochdorf;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;54
19.02.2014;Desktop;Switzerland;Luzern;Ruswil;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Nidwalden;Ennetbuergen;Safari 5;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Nidwalden;Ennetbuergen;Safari 5;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Nidwalden;Ennetbuergen;Safari 5;Mac OS X;German;German;1920x1080;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Nidwalden;Ennetbuergen;Safari 5;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Nidwalden;Ennetbuergen;Safari 5;Mac OS X;German;German;1920x1080;No;No;Enabled;28
19.02.2014;Desktop;Switzerland;Nidwalden;Ennetbuergen;Safari 5;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Nidwalden;Ennetbuergen;Safari 5;Mac OS X;German;German;1920x1080;No;No;Enabled;13
19.02.2014;Desktop;Switzerland;Nidwalden;Ennetbuergen;Safari 5;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Obwalden;Engelberg;Safari 7;Mac OS X;German;German;Other;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Obwalden;Engelberg;Safari 7;Mac OS X;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Sankt Gallen;Jona;Explorer 10;Windows 7;German;German;1344x840;No;No;Enabled;8
19.02.2014;Desktop;Switzerland;Sankt Gallen;Jona;Explorer 10;Windows 7;German;German;1344x840;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Sankt Gallen;Jona;Explorer 10;Windows 7;German;German;1344x840;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Sankt Gallen;Jona;Explorer 10;Windows 7;German;German;1344x840;No;No;Enabled;20
19.02.2014;Desktop;Switzerland;Sankt Gallen;Jona;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Sankt Gallen;Jona;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;19
19.02.2014;Desktop;Switzerland;Sankt Gallen;Jona;Safari 5;Mac OS X;German;German;1920x1200;No;No;Enabled;10
19.02.2014;Desktop;Switzerland;Sankt Gallen;Jona;Safari 5;Mac OS X;German;German;1920x1200;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Sankt Gallen;Mels;Explorer 11;Windows 3.x;German;German;Other;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Sankt Gallen;Mels;Explorer 11;Windows 3.x;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Sankt Gallen;Mels;Explorer 11;Windows 3.x;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Sankt Gallen;Mels;Explorer 11;Windows 3.x;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Sankt Gallen;Sargans;Firefox 4+;Windows 7;German;German;1280x720;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Sankt Gallen;Sargans;Firefox 4+;Windows 7;German;German;1280x720;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Schaffhausen;Beringen;Explorer 11;Windows 7;German;German;1280x800;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Schaffhausen;Beringen;Explorer 11;Windows 7;German;German;1280x800;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Schaffhausen;Beringen;Explorer 11;Windows 7;German;German;1280x800;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Schaffhausen;Beringen;Explorer 11;Windows 7;German;German;1280x800;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Solothurn;Biberist;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;6
19.02.2014;Desktop;Switzerland;Solothurn;Biberist;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Solothurn;Biberist;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Solothurn;Biberist;Firefox 4+;Windows 7;German;German;Other;No;No;Enabled;10
19.02.2014;Desktop;Switzerland;Solothurn;Breitenbach;Firefox 4+;Windows Vista;German;German;Other;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Solothurn;Breitenbach;Firefox 4+;Windows Vista;German;German;Other;No;No;Enabled;8
19.02.2014;Desktop;Switzerland;Solothurn;Breitenbach;Firefox 4+;Windows Vista;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Solothurn;Breitenbach;Firefox 4+;Windows Vista;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Solothurn;Breitenbach;Firefox 4+;Windows Vista;German;German;Other;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Solothurn;Breitenbach;Firefox 4+;Windows Vista;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Solothurn;Grenchen;Explorer 9;Windows Vista;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Solothurn;Grenchen;Explorer 9;Windows Vista;German;German;Other;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Solothurn;Grenchen;Explorer 9;Windows Vista;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Solothurn;Grenchen;Explorer 9;Windows Vista;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Solothurn;Grenchen;Explorer 9;Windows Vista;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Solothurn;Solothurn;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Solothurn;Solothurn;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Solothurn;Solothurn;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Solothurn;Solothurn;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;9
19.02.2014;Desktop;Switzerland;Solothurn;Zuchwil;Explorer 9;Windows 7;German;German;1680x1050;No;No;Enabled;33
19.02.2014;Desktop;Switzerland;Solothurn;Zuchwil;Explorer 9;Windows 7;German;German;1680x1050;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Solothurn;Zuchwil;Explorer 9;Windows 7;German;German;1680x1050;No;No;Enabled;13
19.02.2014;Desktop;Switzerland;Solothurn;Zuchwil;Explorer 9;Windows 7;German;German;1680x1050;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Schwyz;Wollerau;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Schwyz;Wollerau;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;27
19.02.2014;Desktop;Switzerland;Thurgau;Sirnach;Firefox 4+;Windows 7;German;German;1280x800;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Thurgau;Sirnach;Firefox 4+;Windows 7;German;German;1280x800;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Thurgau;Sirnach;Explorer 9;Windows 7;German;German;Other;No;No;Enabled;17
19.02.2014;Desktop;Switzerland;Thurgau;Sirnach;Explorer 9;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Vaud;Moudon;Chrome;Windows 7;French;French;Other;No;No;Enabled;8
19.02.2014;Desktop;Switzerland;Vaud;Moudon;Chrome;Windows 7;French;French;Other;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Zurich;Adliswil;Explorer 8;Windows XP;German;German;1280x1024;No;No;Enabled;11
19.02.2014;Desktop;Switzerland;Zurich;Adliswil;Explorer 8;Windows XP;German;German;1280x1024;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Adliswil;Chrome;Windows 7;German;German;1920x1080;No;No;Enabled;4
19.02.2014;Desktop;Switzerland;Zurich;Adliswil;Chrome;Windows 7;German;German;1920x1080;No;No;Enabled;18
19.02.2014;Desktop;Switzerland;Zurich;Bulach;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Zurich;Bulach;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Bulach;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;11
19.02.2014;Desktop;Switzerland;Zurich;Bulach;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Embrach;Safari 7;Mac OS X;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Embrach;Safari 7;Mac OS X;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Hinwil;Explorer 10;Windows 7;German;German;1680x1050;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Hinwil;Explorer 10;Windows 7;German;German;1680x1050;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Hinwil;Explorer 10;Windows 7;German;German;1680x1050;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Zurich;Hinwil;Explorer 10;Windows 7;German;German;1680x1050;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Mannedorf;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Mannedorf;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Mannedorf;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Zurich;Mannedorf;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Zurich;Mannedorf;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Zurich;Mannedorf;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Mannedorf;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Mannedorf;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Stafa;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Zurich;Stafa;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;38
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Explorer 8;Windows 7;German;German;1920x1200;No;No;Enabled;6
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Explorer 8;Windows 7;German;German;1920x1200;No;No;Enabled;14
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Explorer 8;Windows 7;German;German;1920x1200;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Explorer 8;Windows 7;German;German;1920x1200;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Firefox 4+;Windows 7;German;German;1920x1200;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Firefox 4+;Windows 7;German;German;1920x1200;No;No;Enabled;9
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Firefox 4+;Windows 7;German;German;1920x1200;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Firefox 4+;Windows 7;German;German;1920x1200;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Firefox 4+;Windows 7;German;German;1920x1200;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Firefox 4+;Windows 7;German;German;1920x1200;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Wetzikon;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Explorer 9;Windows 7;German;German;1920x1200;No;No;Enabled;15
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Explorer 9;Windows 7;German;German;1920x1200;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;22
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Firefox 4+;Windows XP;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Firefox 4+;Windows XP;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Firefox 4+;Windows XP;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Firefox 4+;Windows XP;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Firefox 4+;Windows XP;German;German;Other;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Firefox 4+;Windows XP;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Firefox 4+;Windows 7;German;German;1280x1024;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Firefox 4+;Windows 7;German;German;1280x1024;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Firefox 4+;Windows 7;German;German;1920x1080;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Graubunden;Chur;Firefox 4+;Windows 7;German;German;1920x1080;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Aargau;Wohlen;Explorer 11;Windows 7;German;German;1920x1080;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Aargau;Wohlen;Explorer 11;Windows 7;German;German;1920x1080;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Aargau;Wohlen;Explorer 11;Windows 7;German;German;1920x1080;No;No;Enabled;6
19.02.2014;Desktop;Switzerland;Aargau;Wohlen;Explorer 11;Windows 7;German;German;1920x1080;No;No;Enabled;2
19.02.2014;Desktop;Switzerland;Zug;Zug;Safari 5;Mac OS X;German;German;1440x900;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Zug;Zug;Safari 5;Mac OS X;German;German;1440x900;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zug;Zug;Firefox 4+;Windows 7;German;German;1920x1080;No;No;Enabled;7
19.02.2014;Desktop;Switzerland;Zug;Zug;Firefox 4+;Windows 7;German;German;1920x1080;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zug;Zug;Firefox 4+;Windows 7;German;German;1280x720;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zug;Zug;Firefox 4+;Windows 7;German;German;1280x720;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Zug;Zug;Firefox 4+;Windows 7;German;German;1280x720;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zug;Zug;Firefox 4+;Windows 7;German;German;1280x720;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Bern;Biel;Chrome;Windows 7;German;German;1920x1080;No;No;Enabled;3
19.02.2014;Desktop;Switzerland;Bern;Biel;Chrome;Windows 7;German;German;1920x1080;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Regensdorf;Safari 5;Mac OS X;German;German;1920x1200;No;No;Enabled;6
19.02.2014;Desktop;Switzerland;Zurich;Regensdorf;Safari 5;Mac OS X;German;German;1920x1200;No;No;Enabled;24
19.02.2014;Desktop;Switzerland;Zurich;Regensdorf;Safari 5;Mac OS X;German;German;1680x1050;No;No;Enabled;13
19.02.2014;Desktop;Switzerland;Zurich;Regensdorf;Safari 5;Mac OS X;German;German;1680x1050;No;No;Enabled;5
19.02.2014;Desktop;Switzerland;Zurich;Regensdorf;Safari 5;Mac OS X;German;German;1680x1050;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Zurich;Regensdorf;Safari 5;Mac OS X;German;German;1680x1050;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Fribourg;Duedingen;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
19.02.2014;Desktop;Switzerland;Fribourg;Duedingen;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;41
19.02.2014;Desktop;Switzerland;Basel-landschaft;Muttenz;Firefox 4+;Windows 7;German;German;1024x768;No;No;Enabled;44
